file,x1,y1,x2,y2,x3,y3,x4,y4
m-001-06818080.jpg,388,182,844,183,234,508,1052,504
m-001-06864610.jpg,380,179,829,181,236,500,1040,495
m-001-07082300.jpg,354,209,852,210,186,566,1091,561
m-001-07084800.jpg,347,210,848,208,178,570,1094,564
m-001-07232500.jpg,341,212,861,213,172,585,1115,580
m-001-07239610.jpg,343,211,861,213,171,585,1114,581
m-001-07241200.jpg,339,213,859,212,173,585,1114,579
m-001-07360350.jpg,334,207,871,211,158,594,1129,587
m-001-07370260.jpg,339,212,861,214,165,588,1116,584
m-001-07407100.jpg,334,219,850,219,167,590,1107,585
m-001-07436300.jpg,337,219,858,218,169,593,1114,588
m-001-07531060.jpg,340,210,861,211,172,582,1113,577
m-001-07723140.jpg,401,191,837,192,262,503,1047,500
m-002-00496250.jpg,393,208,858,207,226,592,1022,592
m-002-00597450.jpg,401,209,866,210,239,592,1034,593
m-002-00607280.jpg,416,210,848,210,267,567,1008,569
m-002-00630100.jpg,441,211,902,212,278,589,1067,595
m-002-00650390.jpg,409,209,860,208,250,581,1023,582
m-002-00661810.jpg,396,218,873,219,227,613,1044,613
m-002-00678530.jpg,384,224,842,222,221,605,1010,602
m-002-00697930.jpg,398,210,850,209,238,585,1012,583
m-002-01149050.jpg,375,233,890,233,187,659,1075,660
m-002-01194430.jpg,437,226,918,227,265,618,1088,625
m-002-01396390.jpg,428,199,845,199,280,544,996,544
m-002-01435090.jpg,422,207,880,206,253,587,1045,589
m-002-01514350.jpg,425,217,874,218,269,585,1035,589
m-002-01748360.jpg,426,220,898,219,254,609,1065,611
m-002-01886440.jpg,373,229,839,227,205,616,1010,614
m-002-01999990.jpg,424,217,879,216,263,591,1043,594
m-002-02273540.jpg,394,211,830,210,236,572,983,568
m-002-02403260.jpg,410,206,858,205,251,574,1016,574
m-002-02425680.jpg,458,199,880,201,306,546,1027,551
m-002-02438320.jpg,381,216,838,218,217,597,1006,594
m-002-02450700.jpg,445,210,910,211,275,593,1077,600
m-002-02703340.jpg,419,199,860,198,263,563,1018,563
m-002-02809830.jpg,413,203,839,201,261,554,991,553
m-002-03161340.jpg,360,223,828,221,194,612,998,608
m-002-03340510.jpg,397,213,876,213,226,608,1047,609
m-002-03375820.jpg,434,217,916,218,264,611,1090,619
m-002-03388850.jpg,419,221,899,222,248,616,1072,621
m-002-03431190.jpg,453,208,901,210,295,573,1061,581
m-002-03460490.jpg,393,211,866,210,222,600,1035,601
m-002-03461610.jpg,383,191,847,189,221,574,1017,575
m-002-03511800.jpg,398,207,851,207,236,581,1010,580
m-002-03762050.jpg,441,209,895,211,278,582,1054,588
m-002-03801310.jpg,459,209,928,210,288,596,1099,602
m-002-03821720.jpg,404,188,817,187,262,529,962,526
m-002-04121720.jpg,381,223,869,223,203,629,1047,630
m-002-04125950.jpg,389,210,846,211,224,590,1011,588
m-002-04371220.jpg,384,211,847,210,220,594,1015,593
m-002-04404740.jpg,424,234,911,230,255,632,1091,639
m-002-04560450.jpg,421,209,867,209,261,576,1027,580
m-002-04605360.jpg,427,234,855,235,274,589,1006,589
m-002-05027910.jpg,431,211,900,211,269,589,1062,597
m-002-05115700.jpg,408,207,874,208,245,588,1041,593
m-002-05122590.jpg,400,204,868,205,233,591,1035,592
m-002-05123930.jpg,399,212,867,212,230,601,1036,600
m-002-05830200.jpg,402,201,850,199,240,572,1012,571
m-002-05888750.jpg,402,222,886,221,238,610,1060,619
m-002-06048570.jpg,399,205,859,206,237,584,1021,584
m-002-06161130.jpg,401,221,881,218,231,613,1054,618
m-002-06331370.jpg,386,228,897,230,206,649,1081,650
m-002-06342590.jpg,369,239,865,238,196,647,1043,646
m-002-06374040.jpg,373,233,888,233,188,660,1076,659
m-002-06378690.jpg,381,207,875,209,203,618,1053,616
m-002-06459990.jpg,408,251,901,252,231,658,1079,656
m-002-06780230.jpg,416,188,881,188,253,572,1052,576
m-002-06858740.jpg,390,203,849,203,230,581,1015,581
m-002-06875570.jpg,370,211,846,212,203,604,1013,597
m-002-06912930.jpg,412,220,888,218,248,610,1061,615
m-002-06954150.jpg,431,203,908,205,260,595,1075,600
m-002-07015180.jpg,301,209,865,207,-187,526,1398,516
m-002-07040980.jpg,388,227,898,228,207,648,1089,654
m-002-07497040.jpg,375,228,894,229,192,656,1082,658
m-002-07631600.jpg,367,211,838,212,205,599,1003,596
m-002-07702490.jpg,460,214,937,214,280,614,1113,613
m-002-07950490.jpg,511,197,946,199,361,550,1104,564
m-002-07975680.jpg,396,213,859,213,231,595,1024,595
m-002-08016110.jpg,441,222,927,221,268,619,1105,631
m-002-08093570.jpg,363,228,878,226,185,654,1062,649
m-002-08150770.jpg,378,211,886,211,198,631,1073,634
m-002-08201320.jpg,415,211,889,212,244,603,1061,606
m-002-08261770.jpg,343,217,821,215,174,614,994,607
m-002-08444440.jpg,408,215,910,216,223,632,1094,634
m-002-08554760.jpg,443,219,928,219,274,614,1104,623
m-002-08673840.jpg,391,211,863,211,224,598,1028,599
m-002-08681210.jpg,405,211,880,212,233,608,1055,608
m-002-08703590.jpg,404,214,882,214,240,604,1055,609
m-002-08804230.jpg,473,214,941,214,309,591,1104,602
m-002-08834780.jpg,394,212,849,212,234,586,1014,586
m-002-09046430.jpg,383,214,854,218,215,606,1017,603
m-002-09384590.jpg,391,207,882,206,217,613,1063,614
m-002-09430120.jpg,435,207,898,209,270,589,1067,595
m-002-09771540.jpg,455,199,904,199,296,570,1065,577
m-002-09805640.jpg,472,216,945,212,306,602,1116,613
m-002-10005140.jpg,378,207,831,205,222,579,992,577
m-002-10098160.jpg,435,194,896,200,268,573,1060,576
m-002-10199450.jpg,413,214,882,213,248,599,1052,603
m-003-00205420.jpg,310,240,926,244,56,639,1169,638
m-003-00259670.jpg,294,242,914,244,41,636,1160,636
m-003-00453990.jpg,329,244,943,243,86,636,1197,638
m-003-00537240.jpg,288,240,911,238,34,636,1160,638
m-003-00605240.jpg,298,242,918,242,40,635,1170,638
m-003-00750640.jpg,295,240,912,238,46,636,1168,633
m-003-01248640.jpg,323,242,910,241,84,623,1152,624
m-003-01309210.jpg,335,241,915,240,102,617,1151,616
m-003-01437970.jpg,341,238,930,238,107,620,1166,619
m-003-01519660.jpg,343,240,925,239,105,620,1170,620
m-003-01658980.jpg,326,258,886,257,101,622,1110,620
m-003-01747450.jpg,346,244,940,243,117,627,1194,631
m-003-01830860.jpg,353,241,940,241,115,623,1179,624
m-003-01986010.jpg,320,244,899,242,79,626,1143,624
m-003-02173210.jpg,356,232,939,231,119,616,1170,613
m-003-02344980.jpg,438,231,1026,232,207,603,1263,618
m-003-02381540.jpg,401,238,982,239,160,618,1230,627
m-003-02782990.jpg,343,242,932,244,107,629,1169,627
m-003-02840490.jpg,348,242,925,243,107,624,1172,625
m-003-03059980.jpg,399,236,993,235,165,613,1230,624
m-003-03113750.jpg,403,235,989,237,166,613,1229,622
m-003-03169620.jpg,298,235,882,235,57,619,1119,611
m-003-03275440.jpg,353,235,947,234,124,617,1184,616
m-003-03648500.jpg,280,239,860,236,46,620,1092,610
m-003-04262550.jpg,346,241,935,241,111,626,1173,624
m-003-04298550.jpg,351,242,936,241,113,627,1171,624
m-003-04335980.jpg,348,244,932,241,111,623,1169,627
m-003-04463700.jpg,291,239,866,237,53,621,1104,613
m-003-04904380.jpg,299,238,877,236,64,619,1113,611
m-003-05339690.jpg,343,241,921,241,107,621,1156,621
m-003-05445830.jpg,340,236,925,236,112,617,1158,621
m-003-05580050.jpg,363,237,935,237,130,612,1171,615
m-003-05581110.jpg,360,236,939,235,130,614,1172,618
m-003-05985470.jpg,393,236,975,238,163,612,1218,621
m-003-06421620.jpg,368,235,960,235,132,618,1205,624
m-003-06644070.jpg,342,241,926,241,106,624,1166,623
m-003-07031290.jpg,339,241,937,245,94,634,1176,636
m-003-08071230.jpg,301,242,899,244,58,629,1139,626
m-003-08550640.jpg,350,250,963,251,101,644,1212,649
m-003-08672950.jpg,386,249,997,249,140,643,1254,654
m-003-08702930.jpg,328,250,945,248,83,647,1187,645
m-003-09019110.jpg,361,247,977,247,115,636,1208,642
m-003-09338280.jpg,327,244,927,248,83,637,1168,641
m-003-09339540.jpg,386,245,993,246,146,632,1237,641
m-003-09425500.jpg,364,248,962,247,119,635,1208,641
m-003-09603650.jpg,355,248,953,249,112,636,1200,639
m-003-09640640.jpg,381,246,972,247,132,632,1226,640
m-003-09732160.jpg,463,246,1064,250,223,627,1318,648
m-003-09860260.jpg,370,246,965,248,125,633,1214,639
m-003-10001770.jpg,340,245,945,243,97,633,1187,634
m-003-10592660.jpg,352,248,942,247,109,631,1183,632
m-003-10615090.jpg,348,245,937,252,102,631,1168,632
m-003-10622180.jpg,343,248,938,248,101,633,1175,636
m-003-10717720.jpg,355,259,916,258,124,626,1157,629
m-003-10766660.jpg,349,263,925,263,118,633,1149,632
m-003-10803200.jpg,342,255,927,251,104,635,1167,638
m-003-10857390.jpg,345,227,909,227,121,592,1143,599
m-003-10865330.jpg,349,234,919,236,120,598,1143,601
m-003-10931080.jpg,347,253,933,253,110,633,1166,634
m-003-11104650.jpg,335,253,933,251,94,636,1175,637
m-003-11205300.jpg,340,250,933,250,100,633,1169,634
m-003-11287980.jpg,338,230,933,231,92,618,1182,620
m-003-11789580.jpg,355,249,920,250,125,615,1152,618
m-003-12511290.jpg,359,241,984,242,109,644,1240,655
m-003-12690320.jpg,358,234,988,242,115,639,1229,644
m-003-12753560.jpg,261,240,886,239,5,648,1136,639
m-003-12803050.jpg,350,238,974,238,104,635,1231,642
m-003-12940290.jpg,258,226,894,225,-4,645,1157,636
m-003-13031150.jpg,306,221,945,221,46,639,1207,638
m-003-13168860.jpg,291,220,928,220,30,636,1191,633
m-003-13512790.jpg,232,236,865,236,-28,653,1123,641
m-003-13806170.jpg,304,220,939,219,46,626,1191,630
m-003-14126850.jpg,289,234,926,236,28,650,1187,644
m-003-14129820.jpg,290,234,930,236,29,651,1189,647
m-003-14346820.jpg,328,236,970,239,67,652,1236,659
m-003-14347540.jpg,342,237,974,237,83,649,1244,654
m-003-14548200.jpg,271,239,886,238,21,641,1129,633
m-003-14996480.jpg,290,229,910,231,33,627,1151,627
m-003-15361720.jpg,316,230,931,230,77,621,1175,621
m-003-15370130.jpg,314,228,929,226,67,631,1169,624
m-003-15472970.jpg,265,226,883,225,11,625,1125,621
m-003-15514570.jpg,391,233,997,234,151,623,1256,635
m-003-15586370.jpg,321,232,931,231,68,629,1177,626
m-003-15722990.jpg,286,233,913,232,27,643,1170,639
m-003-15774050.jpg,337,223,967,224,88,625,1229,635
m-003-15919220.jpg,362,223,1012,225,103,640,1285,650
m-003-16565350.jpg,330,232,945,233,86,630,1203,633
m-003-16838150.jpg,264,216,917,216,0,633,1166,631
m-003-16897090.jpg,377,221,1020,223,121,632,1288,644
m-003-17009440.jpg,311,230,959,228,51,648,1220,650
m-003-17831090.jpg,344,228,963,230,96,629,1214,632
m-003-17987750.jpg,314,215,955,216,56,629,1217,630
m-003-18326040.jpg,234,216,865,214,-24,630,1123,619
m-003-18530870.jpg,284,228,906,226,29,635,1155,629
m-003-18557520.jpg,383,226,1005,227,134,623,1261,634
m-003-18609500.jpg,338,237,957,237,86,637,1211,641
m-003-18729920.jpg,326,242,943,242,78,644,1202,645
m-003-18763030.jpg,334,236,947,237,74,637,1207,640
m-004-00218960.jpg,485,151,894,152,282,539,1091,547
m-004-00238700.jpg,430,160,847,157,225,560,1053,557
m-004-00299040.jpg,447,172,858,171,241,566,1058,565
m-004-00302990.jpg,444,172,851,171,241,567,1062,564
m-004-00303750.jpg,445,173,854,171,241,566,1057,566
m-004-00309630.jpg,452,169,861,171,241,567,1063,566
m-004-00447340.jpg,442,167,862,167,230,573,1072,572
m-004-00461100.jpg,634,152,1028,160,433,512,1219,551
m-004-00593900.jpg,430,168,853,167,217,577,1065,574
m-004-00627840.jpg,462,161,890,164,238,575,1096,579
m-004-00703910.jpg,447,161,862,161,240,561,1066,559
m-004-00870440.jpg,415,165,822,164,213,560,1024,553
m-004-01002700.jpg,413,164,811,163,216,549,1006,541
m-004-01006380.jpg,413,164,811,163,214,551,1004,539
m-004-01033920.jpg,623,152,1032,161,419,523,1223,563
m-004-01291150.jpg,429,165,836,163,233,555,1038,552
m-004-01367150.jpg,528,156,926,160,326,532,1116,547
m-004-01440300.jpg,451,159,863,160,244,556,1066,556
m-004-01476950.jpg,445,169,853,169,237,564,1053,562
m-004-01495900.jpg,441,169,850,168,238,563,1056,561
m-004-01577020.jpg,526,148,915,152,334,516,1105,530
m-004-01599100.jpg,420,160,817,159,223,545,1011,537
m-004-01626540.jpg,429,160,827,160,234,544,1021,539
m-004-01652220.jpg,419,174,820,174,215,565,1016,556
m-004-01840400.jpg,521,160,919,165,321,538,1114,553
m-004-01842930.jpg,521,162,918,165,317,539,1108,552
m-004-01845420.jpg,517,162,914,165,319,538,1108,552
m-004-01904400.jpg,486,164,887,166,289,545,1078,550
m-004-01931210.jpg,636,156,1036,166,432,523,1232,565
m-004-01986560.jpg,488,167,883,168,292,544,1082,552
m-004-02098470.jpg,604,165,994,172,407,525,1184,558
m-004-02204320.jpg,461,159,860,159,260,544,1061,547
m-004-02404470.jpg,488,164,886,166,289,543,1080,550
m-004-02423580.jpg,484,157,908,161,267,562,1110,570
m-004-02527010.jpg,470,158,884,158,266,551,1088,557
m-004-02528340.jpg,459,157,870,159,256,550,1069,552
m-004-02745480.jpg,642,159,1045,163,437,524,1250,573
m-004-02746140.jpg,627,156,1036,165,422,528,1230,568
m-004-02806990.jpg,445,156,867,157,232,562,1075,562
m-004-02976890.jpg,469,157,902,158,250,571,1115,579
m-004-03039070.jpg,445,167,858,166,234,565,1064,565
m-004-03166420.jpg,454,166,875,165,239,572,1089,575
m-004-03186300.jpg,459,165,878,164,248,570,1084,571
m-004-03265020.jpg,466,167,883,169,254,570,1091,574
m-004-03267630.jpg,460,168,881,169,260,569,1093,574
m-004-03274090.jpg,465,168,879,167,256,566,1089,573
m-004-03375370.jpg,439,161,849,162,233,557,1045,553
m-004-03468610.jpg,470,160,896,162,256,568,1105,575
m-004-03604730.jpg,468,159,860,161,274,534,1045,536
m-004-03613090.jpg,495,164,896,163,292,543,1092,553
m-004-03615610.jpg,483,156,893,159,275,550,1097,557
m-004-03657360.jpg,463,146,871,146,259,536,1068,539
m-004-03798310.jpg,451,154,845,155,256,534,1040,534
m-004-03901670.jpg,463,152,855,154,267,527,1042,528
m-004-04014580.jpg,454,161,885,160,239,568,1089,571
m-004-04069800.jpg,455,161,884,164,232,576,1093,577
m-004-04072010.jpg,453,161,883,163,234,575,1096,578
m-004-04073450.jpg,477,161,910,162,261,573,1123,580
m-004-04074870.jpg,506,156,934,159,290,563,1150,579
m-004-04134660.jpg,464,161,895,160,249,569,1104,575
m-004-04136520.jpg,465,159,895,161,250,569,1104,575
m-004-04139080.jpg,470,157,899,160,251,568,1107,574
m-004-04201030.jpg,495,188,888,190,298,560,1080,569
m-004-04429100.jpg,438,166,849,167,222,569,1057,567
m-004-04460780.jpg,430,167,853,166,217,576,1067,574
m-004-04512540.jpg,458,165,884,166,245,574,1094,576
m-004-04638950.jpg,444,164,873,165,231,576,1086,576
m-004-04676130.jpg,428,167,852,166,215,575,1060,571
m-004-04891180.jpg,434,162,863,161,221,572,1079,574
m-004-04941320.jpg,429,164,856,164,215,578,1070,574
m-004-05116440.jpg,517,161,943,164,308,562,1157,581
m-004-05162650.jpg,450,165,877,166,229,580,1091,578
m-004-05257310.jpg,479,163,909,165,266,571,1120,581
m-004-05424390.jpg,447,165,867,167,231,570,1072,571
m-004-05609140.jpg,470,169,877,170,265,558,1077,563
m-004-05656520.jpg,506,173,886,177,312,537,1067,544
m-004-05659590.jpg,501,174,893,178,302,545,1081,556
m-004-05662220.jpg,501,168,903,171,297,552,1101,562
m-004-05662730.jpg,500,168,904,171,297,551,1101,562
m-004-05764380.jpg,454,167,868,167,246,561,1067,560
m-004-05765600.jpg,460,166,875,165,255,560,1078,559
m-004-05771240.jpg,433,161,838,161,233,551,1039,549
m-004-05803550.jpg,633,168,1020,176,435,523,1206,562
m-004-05812160.jpg,488,166,895,169,280,554,1091,563
m-004-05843210.jpg,455,166,831,167,269,530,1019,528
m-004-05900630.jpg,444,169,861,169,239,568,1067,568
m-004-05942660.jpg,493,162,909,165,283,560,1114,570
m-004-05974610.jpg,432,162,859,162,215,573,1066,570
m-004-05979660.jpg,431,162,853,162,216,573,1068,570
m-004-06141210.jpg,442,170,867,170,236,571,1074,577
m-004-06166730.jpg,441,167,866,166,229,578,1074,574
m-004-06307140.jpg,505,156,920,162,285,555,1125,568
m-004-06385230.jpg,595,159,980,169,392,522,1165,549
m-004-06576850.jpg,441,211,889,211,215,642,1116,645
m-004-06646250.jpg,442,157,829,158,247,532,1022,529
m-004-06647420.jpg,440,156,829,156,247,532,1023,528
m-004-06737250.jpg,519,160,918,165,315,540,1111,555
m-004-06743760.jpg,492,156,901,159,286,547,1101,556
m-004-06859730.jpg,538,152,947,154,333,534,1151,558
m-004-06866800.jpg,609,145,1032,155,397,531,1234,570
m-004-06917040.jpg,439,159,835,161,238,543,1031,541
m-004-06954050.jpg,466,160,896,163,253,570,1108,578
m-004-06980960.jpg,470,166,892,168,256,571,1104,578
m-004-07024260.jpg,435,162,859,162,218,574,1071,571
m-004-07030230.jpg,480,160,903,162,268,564,1112,574
m-004-07151750.jpg,473,171,874,172,271,555,1071,561
m-004-07259740.jpg,432,162,859,163,220,569,1067,569
m-004-07275660.jpg,442,161,871,163,219,573,1075,573
m-004-07526800.jpg,672,159,1072,168,468,518,1264,569
m-004-07536030.jpg,552,152,954,157,345,530,1149,554
m-004-07636780.jpg,539,180,913,185,344,535,1095,551
m-004-07721190.jpg,457,164,856,164,267,541,1055,549
m-004-07823220.jpg,448,160,857,159,247,550,1056,552
m-004-07976990.jpg,434,164,858,164,220,571,1063,571
m-004-08167810.jpg,440,165,867,166,218,579,1079,579
m-004-08211410.jpg,439,174,851,173,230,571,1060,572
m-004-08233240.jpg,433,165,861,165,220,577,1073,575
m-004-08240050.jpg,437,170,858,170,224,577,1069,577
m-004-08346510.jpg,431,165,850,166,216,572,1056,569
m-004-08439490.jpg,426,165,848,166,213,577,1064,573
m-004-08464110.jpg,434,164,856,164,213,576,1070,574
m-004-08648010.jpg,419,160,853,160,204,579,1069,574
m-004-08667950.jpg,422,159,853,159,201,577,1065,572
m-004-08712930.jpg,438,172,847,173,235,568,1056,567
m-004-08716140.jpg,434,165,854,164,229,565,1059,566
m-004-08986830.jpg,576,154,997,161,367,543,1202,574
m-004-09032040.jpg,452,160,828,161,261,524,1009,522
m-004-09211110.jpg,550,168,957,174,346,548,1154,572
m-004-09352540.jpg,442,158,876,157,227,573,1091,576
m-004-09357980.jpg,451,156,885,157,226,575,1095,575
m-005-01041290.jpg,379,202,884,203,169,558,1083,555
m-005-01133310.jpg,361,185,819,183,171,512,1002,504
m-005-01374440.jpg,419,193,909,193,217,541,1108,541
m-005-01442660.jpg,369,205,877,205,156,569,1078,562
m-005-01495230.jpg,379,208,901,209,165,578,1117,579
m-005-01603170.jpg,379,201,902,200,166,570,1115,572
m-005-01650390.jpg,373,202,902,204,149,580,1115,576
m-005-01652260.jpg,371,203,899,202,151,578,1115,578
m-005-01676150.jpg,385,207,895,208,176,568,1099,567
m-005-01695920.jpg,370,206,890,205,155,574,1104,575
m-005-01783890.jpg,380,204,893,204,159,572,1101,572
m-005-01819480.jpg,400,215,889,216,193,562,1085,563
m-005-01945860.jpg,417,211,890,213,222,546,1082,548
m-005-02045880.jpg,410,204,929,208,193,572,1140,577
m-005-02076120.jpg,410,206,928,207,196,572,1142,578
m-005-02127650.jpg,409,226,837,225,230,530,1008,528
m-005-02145200.jpg,370,204,884,201,159,564,1088,564
m-005-02180800.jpg,0,355,677,339,-200,669,1587,568
m-005-02295090.jpg,403,204,917,206,185,569,1121,571
m-005-02380640.jpg,409,234,872,234,217,561,1057,562
m-005-02454180.jpg,70,315,742,302,-114,619,1683,536
m-005-02502080.jpg,426,200,920,201,224,546,1114,552
m-005-02616570.jpg,387,212,908,211,175,580,1122,582
m-005-02696580.jpg,395,212,921,210,173,584,1133,587
m-005-02711780.jpg,393,207,919,207,173,580,1134,583
m-005-02772270.jpg,399,208,925,209,183,579,1137,583
m-005-02805810.jpg,402,205,922,205,185,575,1140,579
m-005-02960980.jpg,432,210,942,213,221,570,1154,578
m-005-02997680.jpg,409,207,938,208,197,576,1153,584
m-005-03155020.jpg,382,208,902,208,169,571,1112,574
m-005-03161710.jpg,377,205,888,206,160,573,1104,573
m-005-03267340.jpg,378,205,868,205,172,555,1066,553
m-005-03274940.jpg,421,203,913,202,222,549,1115,553
m-005-03385270.jpg,364,204,867,205,155,562,1068,558
m-005-03407750.jpg,546,263,903,266,393,513,1044,524
m-005-03445070.jpg,410,211,915,210,199,564,1113,568
m-005-03514660.jpg,373,202,887,203,163,566,1095,565
m-005-03552320.jpg,377,210,869,208,168,562,1070,562
m-005-03767390.jpg,362,205,872,205,149,566,1073,562
m-005-03770720.jpg,359,205,870,205,148,566,1073,562
m-005-03877410.jpg,404,202,820,200,240,493,986,489
m-005-03919780.jpg,366,205,879,206,150,570,1084,568
m-005-04105210.jpg,355,209,866,208,141,574,1074,570
m-005-04108630.jpg,354,207,863,208,141,575,1073,567
m-005-04317070.jpg,395,199,894,200,190,552,1098,555
m-005-04449060.jpg,425,196,885,197,233,520,1064,522
m-005-04479550.jpg,382,202,867,202,186,546,1064,543
m-005-04481830.jpg,384,204,867,203,182,544,1060,543
m-005-04549650.jpg,368,213,864,213,166,566,1069,564
m-005-04577670.jpg,408,195,869,194,220,520,1053,521
m-005-04934870.jpg,343,199,851,198,126,565,1058,559
m-005-05007900.jpg,351,202,847,202,142,558,1050,552
m-005-05077720.jpg,421,176,915,176,219,524,1121,529
m-005-05218630.jpg,374,206,860,203,176,545,1056,546
m-005-05358830.jpg,336,202,836,200,118,559,1029,551
m-005-05527330.jpg,378,193,851,191,185,526,1042,523
m-005-05543110.jpg,395,211,886,208,193,555,1084,556
m-005-05546310.jpg,380,208,874,206,173,558,1071,557
m-005-05572670.jpg,399,209,873,208,201,548,1071,547
m-005-05684120.jpg,366,208,882,207,156,567,1084,565
m-005-06283820.jpg,359,204,865,204,152,560,1065,556
m-005-06288120.jpg,361,203,863,202,153,560,1066,556
m-005-06362970.jpg,372,200,863,199,168,548,1055,544
m-005-06455230.jpg,363,204,862,203,161,557,1065,554
m-005-06609770.jpg,377,201,868,200,176,546,1067,544
m-005-06641420.jpg,386,306,933,299,227,561,1809,518
m-005-06721270.jpg,361,212,853,211,156,562,1052,558
m-005-06757840.jpg,380,206,870,206,180,551,1067,549
m-005-06945000.jpg,385,207,884,208,178,560,1084,560
m-005-06946450.jpg,378,208,878,207,172,562,1081,561
m-005-07096540.jpg,335,181,799,179,149,512,989,503
m-005-07218820.jpg,448,256,803,255,301,509,946,506
